Cohort_Country	is_summer	G1_Country	G1_Year	G2_Country	G2_Year	Cohort_Size	G1_Medals	G1_Golds	G1_Silvers	G1_Bronzes	G1_Events	G2_Medals	G2_Golds	G2_Silvers	G2_Bronzes	G2_Events	G1_Mean_Age	G1_Mean_Age_Sq	Male_Ratio	Change_Medals_Per_Athlete	Change_Medals_Per_Event	Change_Golds_Per_Athlete	Change_Golds_Per_Event	Distance
Spain	0	Yugoslavia	1984	Canada	1988	4	0	0	0	0	9	0	0	0	0	11	22.0	484.0	0.75	0.0	0.0	0.0	0.0	
Spain	0	Canada	1988	France	1992	5	0	0	0	0	13	1	0	0	1	14	21.6	466.56000000000006	0.6	0.2	0.07142857142857142	0.0	0.0	
Spain	0	France	1992	Norway	1994	8	0	0	0	0	19	0	0	0	0	24	23.0	529.0	0.875	0.0	0.0	0.0	0.0	
Spain	0	Norway	1994	Japan	1998	6	0	0	0	0	17	0	0	0	0	11	23.5	552.25	0.3333333333333333	0.0	0.0	0.0	0.0	
Spain	0	Japan	1998	United States	2002	5	0	0	0	0	8	0	0	0	0	10	24.2	585.64	0.6	0.0	0.0	0.0	0.0	
Spain	0	United States	2002	Italy	2006	4	0	0	0	0	9	0	0	0	0	8	26.5	702.25	0.5	0.0	0.0	0.0	0.0	
Spain	0	Italy	2006	Canada	2010	7	0	0	0	0	16	0	0	0	0	14	25.428571428571427	646.6122448979592	0.42857142857142855	0.0	0.0	0.0	0.0	
Spain	0	Canada	2010	Russian Federation	2014	10	0	0	0	0	22	0	0	0	0	23	23.1	533.61	0.6	0.0	0.0	0.0	0.0	
Spain	0	Russian Federation	2014	Republic of Korea	2018	7	0	0	0	0	9	2	0	0	2	9	24.285714285714285	589.7959183673469	0.8571428571428571	0.2857142857142857	0.2222222222222222	0.0	0.0	
Spain	1	Belgium	1920	France	1924	4	0	0	0	0	7	0	0	0	0	6	23.5	552.25	1.0	0.0	0.0	0.0	0.0	-15.0
Spain	1	France	1924	Netherlands	1928	5	0	0	0	0	7	0	0	0	0	9	24.6	605.1600000000001	1.0	0.0	0.0	0.0	0.0	-14.0
Spain	1	Germany	1936	Great Britain	1948	1	0	0	0	0	2	0	0	0	0	1	29.0	841.0	1.0	0.0	0.0	0.0	0.0	-11.0
Spain	1	Great Britain	1948	Finland	1952	3	0	0	0	0	3	1	0	1	0	3	28.666666666666668	821.7777777777778	1.0	0.3333333333333333	0.3333333333333333	0.0	0.0	-10.0
Spain	1	Italy	1960	Japan	1964	5	0	0	0	0	6	0	0	0	0	8	17.0	289.0	0.6	0.0	0.0	0.0	0.0	-7.0
Spain	1	Japan	1964	Mexico	1968	8	0	0	0	0	9	0	0	0	0	8	21.75	473.0625	1.0	0.0	0.0	0.0	0.0	-6.0
Spain	1	Mexico	1968	West Germany	1972	9	0	0	0	0	9	0	0	0	0	11	29.77777777777778	886.716049382716	1.0	0.0	0.0	0.0	0.0	-5.0
Spain	1	West Germany	1972	Canada	1976	12	1	0	0	1	14	0	0	0	0	12	27.833333333333332	774.6944444444443	1.0	-0.08333333333333333	-0.07142857142857142	0.0	0.0	-4.0
Spain	1	Canada	1976	Soviet Union	1980	10	0	0	0	0	29	1	0	0	1	30	25.9	670.81	1.0	0.1	0.03333333333333333	0.0	0.0	-3.0
Spain	1	Soviet Union	1980	United States	1984	20	2	0	1	1	29	1	0	0	1	27	25.05	627.5025	0.95	-0.05	-0.031928480204342274	0.0	0.0	-2.0
Spain	1	United States	1984	Republic of Korea	1988	26	0	0	0	0	41	0	0	0	0	39	25.153846153846153	632.7159763313609	0.9615384615384616	0.0	0.0	0.0	0.0	-1.0
Spain	1	Republic of Korea	1988	Spain	1992	51	2	0	0	2	79	5	2	1	2	76	23.647058823529413	559.1833910034603	0.803921568627451	0.058823529411764705	0.040473017988007995	0.0392156862745098	0.02631578947368421	0.0
Spain	1	Spain	1992	United States	1996	54	8	5	1	2	66	7	0	4	3	64	24.203703703703702	585.8192729766803	0.6111111111111112	-0.018518518518518517	-0.011837121212121215	-0.09259259259259259	-0.07575757575757576	1.0
Spain	1	United States	1996	Australia	2000	44	6	0	3	3	55	4	2	1	1	53	25.454545454545453	647.9338842975206	0.5909090909090909	-0.045454545454545456	-0.03361921097770154	0.045454545454545456	0.03773584905660377	2.0
Spain	1	Australia	2000	Greece	2004	49	6	3	0	3	72	5	1	3	1	70	24.591836734693878	604.7584339858392	0.5102040816326531	-0.02040816326530612	-0.011904761904761904	-0.04081632653061224	-0.02738095238095238	3.0
Spain	1	Greece	2004	People's Republic of China	2008	59	8	2	4	2	74	4	1	3	0	74	26.949152542372882	726.2568227520828	0.6271186440677966	-0.06779661016949153	-0.05405405405405406	-0.01694915254237288	-0.013513513513513514	4.0
Spain	1	People's Republic of China	2008	Great Britain	2012	56	4	0	3	1	72	8	2	4	2	71	27.107142857142858	734.7971938775511	0.5535714285714286	0.07142857142857142	0.05712050078247262	0.03571428571428571	0.028169014084507043	5.0
Spain	1	Great Britain	2012	Brazil	2016	52	7	3	3	1	63	9	4	0	5	63	27.846153846153847	775.4082840236687	0.5384615384615384	0.038461538461538464	0.031746031746031744	0.019230769230769232	0.015873015873015872	6.0
Sweden	0	France	1924	Switzerland	1928	4	1	1	0	0	6	2	2	0	0	8	27.25	742.5625	1.0	0.25	0.08333333333333334	0.25	0.08333333333333334	
Sweden	0	Switzerland	1928	United States	1932	4	2	1	1	0	5	2	1	1	0	7	27.0	729.0	1.0	0.0	-0.11428571428571432	0.0	-0.05714285714285716	
Sweden	0	United States	1932	Germany	1936	3	1	0	1	0	5	3	0	2	1	4	23.666666666666668	560.1111111111112	0.6666666666666666	0.6666666666666666	0.55	0.0	0.0	
Sweden	0	Switzerland	1948	Norway	1952	11	3	1	0	2	23	0	0	0	0	19	27.181818181818183	738.8512396694216	1.0	-0.2727272727272727	-0.13043478260869565	-0.09090909090909091	-0.043478260869565216	
Sweden	0	Norway	1952	Italy	1956	9	0	0	0	0	18	4	1	1	2	21	25.22222222222222	636.1604938271605	0.7777777777777778	0.4444444444444444	0.19047619047619047	0.1111111111111111	0.047619047619047616	
Sweden	0	Italy	1956	United States	1960	9	5	1	3	1	14	2	1	1	0	17	26.22222222222222	687.6049382716049	0.6666666666666666	-0.3333333333333333	-0.23949579831932774	0.0	-0.01260504201680672	
Sweden	0	United States	1960	Austria	1964	9	2	1	1	0	16	3	1	1	1	25	24.555555555555557	602.9753086419754	0.6666666666666666	0.1111111111111111	-0.0050000000000000044	0.0	-0.0225	
Sweden	0	Austria	1964	France	1968	16	2	1	1	0	38	3	2	0	1	32	24.625	606.390625	0.75	0.0625	0.04111842105263158	0.0625	0.03618421052631579	
Sweden	0	France	1968	Japan	1972	11	3	1	0	2	21	3	0	1	2	22	24.0	576.0	0.8181818181818182	0.0	-0.006493506493506496	-0.09090909090909091	-0.047619047619047616	
Sweden	0	Japan	1972	Austria	1976	9	2	1	0	1	18	0	0	0	0	19	23.88888888888889	570.679012345679	0.6666666666666666	-0.2222222222222222	-0.1111111111111111	-0.1111111111111111	-0.05555555555555555	
Sweden	0	Austria	1976	United States	1980	15	1	0	0	1	27	3	3	0	0	29	24.0	576.0	0.6	0.13333333333333333	0.06641123882503193	0.2	0.10344827586206896	
Sweden	0	United States	1980	Yugoslavia	1984	13	1	1	0	0	27	3	2	1	0	27	22.615384615384617	511.4556213017752	0.6923076923076923	0.15384615384615385	0.07407407407407407	0.07692307692307693	0.037037037037037035	
Sweden	0	Yugoslavia	1984	Canada	1988	14	6	3	2	1	28	3	3	0	0	31	22.857142857142858	522.4489795918367	0.9285714285714286	-0.21428571428571427	-0.11751152073732718	0.0	-0.010368663594470043	
Sweden	0	Canada	1988	France	1992	18	2	2	0	0	37	2	0	0	2	36	23.333333333333332	544.4444444444443	0.7777777777777778	0.0	0.0015015015015014954	-0.1111111111111111	-0.05405405405405406	
Sweden	0	France	1992	Norway	1994	29	2	1	0	1	58	1	1	0	0	56	25.344827586206897	642.3602853745541	0.6896551724137931	-0.034482758620689655	-0.0166256157635468	0.0	0.0006157635467980288	
Sweden	0	Norway	1994	Japan	1998	17	1	1	0	0	36	2	0	2	0	38	24.58823529411765	604.5813148788928	0.6470588235294118	0.058823529411764705	0.024853801169590642	-0.058823529411764705	-0.027777777777777776	
Sweden	0	Japan	1998	United States	2002	20	2	0	2	0	39	4	0	1	3	41	25.65	657.9224999999999	0.6	0.1	0.04627892432770482	0.0	0.0	
Sweden	0	United States	2002	Italy	2006	19	3	0	2	1	40	6	2	1	3	43	25.473684210526315	648.9085872576177	0.5789473684210527	0.15789473684210525	0.06453488372093023	0.10526315789473684	0.046511627906976744	
Sweden	0	Italy	2006	Canada	2010	18	5	2	1	2	48	5	1	0	4	44	25.77777777777778	664.4938271604939	0.6666666666666666	0.0	0.009469696969696961	-0.05555555555555555	-0.018939393939393936	
Sweden	0	Canada	2010	Russian Federation	2014	21	7	3	1	3	47	6	0	4	2	42	26.19047619047619	685.9410430839002	0.6190476190476191	-0.047619047619047616	-0.006079027355623101	-0.14285714285714285	-0.06382978723404255	
Sweden	0	Russian Federation	2014	Republic of Korea	2018	20	4	0	3	1	32	4	3	1	0	32	24.6	605.1600000000001	0.6	0.0	0.0	0.15	0.09375	
Sweden	1	Great Britain	1908	Sweden	1912	40	8	3	1	4	83	10	4	4	2	101	26.025	677.300625	1.0	0.05	0.0026243588214243108	0.025	0.003459382082786594	0.0
Sweden	1	Sweden	1912	Belgium	1920	35	10	3	2	5	69	13	2	7	4	52	25.82857142857143	667.1151020408164	0.9142857142857143	0.08571428571428572	0.10507246376811594	-0.02857142857142857	-0.0050167224080267525	1.0
Sweden	1	Belgium	1920	France	1924	46	19	5	7	7	64	11	1	6	4	60	27.41304347826087	751.4749527410208	0.9130434782608695	-0.17391304347826086	-0.11354166666666668	-0.08695652173913043	-0.06145833333333334	2.0
Sweden	1	France	1924	Netherlands	1928	19	14	2	7	5	29	10	3	4	3	26	28.63157894736842	819.7673130193906	0.9473684210526315	-0.21052631578947367	-0.09814323607427056	0.05263157894736842	0.04641909814323608	3.0
Sweden	1	Netherlands	1928	United States	1932	14	7	4	3	0	19	9	6	3	0	21	27.642857142857142	764.1275510204082	1.0	0.14285714285714285	0.06015037593984962	0.14285714285714285	0.07518796992481203	4.0
Sweden	1	United States	1932	Germany	1936	13	5	3	0	2	17	3	2	0	1	14	26.53846153846154	704.2899408284025	1.0	-0.15384615384615385	-0.07983193277310927	-0.07692307692307693	-0.03361344537815128	5.0
Sweden	1	Germany	1936	Great Britain	1948	5	3	1	0	2	7	2	0	1	1	6	23.4	547.56	1.0	-0.2	-0.09523809523809523	-0.2	-0.14285714285714285	6.0
Sweden	1	Great Britain	1948	Finland	1952	35	15	9	2	4	44	11	4	4	3	45	27.02857142857143	730.5436734693877	0.9142857142857143	-0.11428571428571428	-0.09646464646464645	-0.14285714285714285	-0.11565656565656567	7.0
Sweden	1	Finland	1952	Australia	1956	31	15	5	5	5	57	10	3	3	4	60	28.161290322580644	793.0582726326743	0.8709677419354839	-0.16129032258064516	-0.09649122807017543	-0.06451612903225806	-0.03771929824561403	8.0
Sweden	1	Australia	1956	Italy	1960	23	6	2	2	2	41	2	0	1	1	41	28.130434782608695	791.3213610586012	0.9130434782608695	-0.17391304347826086	-0.09756097560975609	-0.08695652173913043	-0.04878048780487805	9.0
Sweden	1	Italy	1960	Japan	1964	25	1	0	1	0	63	1	0	0	1	61	23.56	555.0735999999999	0.76	0.0	0.0005204267499349484	0.0	0.0	10.0
Sweden	1	Japan	1964	Mexico	1968	25	3	1	1	1	35	1	0	0	1	45	22.44	503.5536000000001	0.72	-0.08	-0.06349206349206349	-0.04	-0.02857142857142857	11.0
Sweden	1	Mexico	1968	West Germany	1972	20	1	1	0	0	35	6	2	2	2	32	22.65	513.0224999999999	0.8	0.25	0.15892857142857142	0.05	0.03392857142857143	12.0
Sweden	1	West Germany	1972	Canada	1976	27	5	1	2	2	36	2	2	0	0	33	26.296296296296298	691.4951989026064	0.8518518518518519	-0.1111111111111111	-0.07828282828282829	0.037037037037037035	0.03282828282828283	13.0
Sweden	1	Canada	1976	Soviet Union	1980	22	0	0	0	0	28	3	1	0	2	29	26.136363636363637	683.1095041322315	0.8181818181818182	0.13636363636363635	0.10344827586206896	0.045454545454545456	0.034482758620689655	14.0
Sweden	1	Soviet Union	1980	United States	1984	31	3	1	0	2	47	7	1	3	3	43	23.322580645161292	543.9427679500521	0.7741935483870968	0.12903225806451613	0.09896091044037607	0.0	0.0019792182088075212	15.0
Sweden	1	United States	1984	Republic of Korea	1988	30	8	1	5	2	40	4	0	2	2	40	25.6	655.3600000000001	0.6666666666666666	-0.13333333333333333	-0.1	-0.03333333333333333	-0.025	16.0
Sweden	1	Republic of Korea	1988	Spain	1992	36	5	0	2	3	46	6	1	3	2	50	24.97222222222222	623.6118827160493	0.8333333333333334	0.027777777777777776	0.011304347826086955	0.027777777777777776	0.02	17.0
Sweden	1	Spain	1992	United States	1996	35	6	1	2	3	40	1	0	0	1	42	26.057142857142857	678.974693877551	0.7142857142857143	-0.14285714285714285	-0.1261904761904762	-0.02857142857142857	-0.025	18.0
Sweden	1	United States	1996	Australia	2000	23	2	0	1	1	25	7	2	3	2	26	25.47826086956522	649.1417769376183	0.6521739130434783	0.21739130434782608	0.1892307692307692	0.08695652173913043	0.07692307692307693	19.0
Sweden	1	Australia	2000	Greece	2004	23	5	2	3	0	30	3	2	1	0	29	25.47826086956522	649.1417769376183	0.782608695652174	-0.08695652173913043	-0.0632183908045977	0.0	0.0022988505747126436	20.0
Sweden	1	Greece	2004	People's Republic of China	2008	25	3	2	1	0	31	1	0	1	0	30	25.96	673.9216	0.64	-0.08	-0.06344086021505377	-0.08	-0.06451612903225806	21.0
Sweden	1	People's Republic of China	2008	Great Britain	2012	20	2	0	2	0	25	3	0	2	1	29	27.55	759.0025	0.45	0.05	0.023448275862068962	0.0	0.0	22.0
Sweden	1	Great Britain	2012	Brazil	2016	24	3	0	2	1	31	7	1	3	3	27	25.625	656.640625	0.375	0.16666666666666666	0.16248506571087215	0.041666666666666664	0.037037037037037035	23.0
Switzerland	0	France	1924	Switzerland	1928	2	0	0	0	0	4	0	0	0	0	2	24.5	600.25	1.0	0.0	0.0	0.0	0.0	0.0
Switzerland	0	Switzerland	1948	Norway	1952	7	0	0	0	0	12	0	0	0	0	10	23.142857142857142	535.5918367346939	0.8571428571428571	0.0	0.0	0.0	0.0	1.0
Switzerland	0	Norway	1952	Italy	1956	5	0	0	0	0	9	1	1	0	0	8	23.4	547.56	0.8	0.2	0.125	0.2	0.125	2.0
Switzerland	0	Italy	1956	United States	1960	7	1	1	0	0	10	1	1	0	0	14	25.0	625.0	0.7142857142857143	0.0	-0.02857142857142858	0.0	-0.02857142857142858	3.0
Switzerland	0	United States	1960	Austria	1964	4	0	0	0	0	5	0	0	0	0	6	22.75	517.5625	0.75	0.0	0.0	0.0	0.0	4.0
Switzerland	0	Austria	1964	France	1968	11	0	0	0	0	23	3	0	2	1	21	22.727272727272727	516.5289256198347	0.9090909090909091	0.2727272727272727	0.14285714285714285	0.0	0.0	5.0
Switzerland	0	France	1968	Japan	1972	6	1	0	1	0	9	1	0	1	0	10	23.5	552.25	0.8333333333333334	0.0	-0.0111111111111111	0.0	0.0	6.0
Switzerland	0	Japan	1972	Austria	1976	11	4	3	1	0	21	1	0	1	0	23	22.181818181818183	492.03305785123973	0.8181818181818182	-0.2727272727272727	-0.14699792960662525	-0.2727272727272727	-0.14285714285714285	7.0
Switzerland	0	Austria	1976	United States	1980	11	0	0	0	0	18	1	0	0	1	18	22.09090909090909	488.00826446280985	0.6363636363636364	0.09090909090909091	0.05555555555555555	0.0	0.0	8.0
Switzerland	0	United States	1980	Yugoslavia	1984	8	1	0	0	1	14	1	0	1	0	17	22.0	484.0	0.625	0.0	-0.01260504201680672	0.0	0.0	9.0
Switzerland	0	Yugoslavia	1984	Canada	1988	15	3	1	2	0	35	9	1	4	4	39	23.4	547.56	0.6	0.4	0.14505494505494507	0.0	-0.0029304029304029304	10.0
Switzerland	0	Canada	1988	France	1992	10	4	3	0	1	18	0	0	0	0	22	24.3	590.49	0.7	-0.4	-0.2222222222222222	-0.3	-0.16666666666666666	11.0
Switzerland	0	France	1992	Norway	1994	27	1	0	0	1	59	4	1	2	1	57	25.074074074074073	628.7091906721536	0.6296296296296297	0.1111111111111111	0.053226286054118346	0.037037037037037035	0.017543859649122806	12.0
Switzerland	0	Norway	1994	Japan	1998	19	1	0	1	0	34	2	0	0	2	39	24.736842105263158	611.9113573407202	0.631578947368421	0.05263157894736842	0.021870286576168928	0.0	0.0	13.0
Switzerland	0	Japan	1998	United States	2002	25	4	1	1	2	46	3	2	0	1	45	24.84	617.0255999999999	0.68	-0.04	-0.020289855072463767	0.04	0.022705314009661838	14.0
Switzerland	0	United States	2002	Italy	2006	31	4	3	0	1	49	9	4	2	3	50	24.806451612903224	615.360041623309	0.7096774193548387	0.16129032258064516	0.09836734693877551	0.03225806451612903	0.018775510204081636	15.0
Switzerland	0	Italy	2006	Canada	2010	29	5	2	2	1	48	5	3	0	2	46	26.137931034482758	683.1914387633769	0.6896551724137931	0.0	0.004528985507246369	0.034482758620689655	0.02355072463768116	16.0
Switzerland	0	Canada	2010	Russian Federation	2014	28	6	6	0	0	50	7	5	2	0	50	25.0	625.0	0.6428571428571429	0.03571428571428571	0.020000000000000018	-0.03571428571428571	-0.01999999999999999	17.0
Switzerland	0	Russian Federation	2014	Republic of Korea	2018	46	6	3	2	1	78	9	3	3	3	81	24.434782608695652	597.0586011342156	0.5434782608695652	0.06521739130434782	0.03418803418803418	0.0	-0.0014245014245014287	18.0
Switzerland	1	Great Britain	1908	Sweden	1912	1	0	0	0	0	6	0	0	0	0	2	26.0	676.0	1.0	0.0	0.0	0.0	0.0	
Switzerland	1	Belgium	1920	France	1924	12	2	0	2	0	13	3	0	2	1	17	24.416666666666668	596.1736111111112	1.0	0.08333333333333333	0.022624434389140274	0.0	0.0	
Switzerland	1	France	1924	Netherlands	1928	19	5	1	2	2	52	3	2	1	0	43	27.105263157894736	734.6952908587257	0.9473684210526315	-0.10526315789473684	-0.026386404293381044	0.05263157894736842	0.02728085867620751	
Switzerland	1	Netherlands	1928	United States	1932	2	3	2	1	0	9	1	0	1	0	3	25.5	650.25	1.0	-1.0	0.0	-1.0	-0.2222222222222222	
Switzerland	1	United States	1932	Germany	1936	3	1	0	1	0	4	2	1	1	0	11	31.666666666666668	1002.7777777777778	1.0	0.3333333333333333	-0.06818181818181818	0.3333333333333333	0.09090909090909091	
Switzerland	1	Germany	1936	Great Britain	1948	7	1	0	1	0	23	2	1	1	0	16	24.571428571428573	603.7551020408164	1.0	0.14285714285714285	0.08152173913043478	0.14285714285714285	0.0625	
Switzerland	1	Great Britain	1948	Finland	1952	18	5	1	2	2	33	5	0	2	3	33	28.38888888888889	805.929012345679	0.8333333333333334	0.0	0.0	-0.05555555555555555	-0.030303030303030304	
Switzerland	1	Finland	1952	Australia	1956	3	0	0	0	0	3	0	0	0	0	4	29.0	841.0	1.0	0.0	0.0	0.0	0.0	
Switzerland	1	Australia	1956	Italy	1960	5	0	0	0	0	5	0	0	0	0	5	27.0	729.0	1.0	0.0	0.0	0.0	0.0	
Switzerland	1	Italy	1960	Japan	1964	10	0	0	0	0	18	0	0	0	0	17	27.8	772.84	1.0	0.0	0.0	0.0	0.0	
Switzerland	1	Japan	1964	Mexico	1968	11	0	0	0	0	23	1	0	0	1	21	26.818181818181817	719.2148760330577	1.0	0.09090909090909091	0.047619047619047616	0.0	0.0	
Switzerland	1	Mexico	1968	West Germany	1972	14	1	0	0	1	36	1	0	1	0	31	25.0	625.0	0.8571428571428571	0.0	0.004480286738351255	0.0	0.0	
Switzerland	1	West Germany	1972	Canada	1976	9	0	0	0	0	27	0	0	0	0	28	25.22222222222222	636.1604938271605	1.0	0.0	0.0	0.0	0.0	
Switzerland	1	Canada	1976	Soviet Union	1980	7	1	0	0	1	7	2	2	0	0	8	24.142857142857142	582.8775510204082	1.0	0.14285714285714285	0.10714285714285715	0.2857142857142857	0.25	
Switzerland	1	Soviet Union	1980	United States	1984	10	0	0	0	0	13	1	0	1	0	12	22.6	510.76000000000005	0.8	0.1	0.08333333333333333	0.0	0.0	
Switzerland	1	United States	1984	Republic of Korea	1988	27	2	0	0	2	45	1	0	0	1	52	23.88888888888889	570.679012345679	0.7037037037037037	-0.037037037037037035	-0.025213675213675214	0.0	0.0	
Switzerland	1	Republic of Korea	1988	Spain	1992	18	1	0	0	1	24	0	0	0	0	22	24.77777777777778	613.9382716049383	0.8333333333333334	-0.05555555555555555	-0.041666666666666664	0.0	0.0	
Switzerland	1	Spain	1992	United States	1996	18	1	1	0	0	35	1	1	0	0	34	25.72222222222222	661.6327160493827	0.5555555555555556	0.0	0.000840336134453782	0.0	0.000840336134453782	
Switzerland	1	United States	1996	Australia	2000	17	2	1	1	0	22	3	0	3	0	21	25.294117647058822	639.7923875432525	0.47058823529411764	0.058823529411764705	0.05194805194805194	-0.058823529411764705	-0.045454545454545456	
Switzerland	1	Australia	2000	Greece	2004	21	3	1	1	1	25	1	1	0	0	24	25.095238095238095	629.7709750566893	0.6666666666666666	-0.09523809523809523	-0.07833333333333334	0.0	0.0016666666666666635	
Switzerland	1	Greece	2004	People's Republic of China	2008	21	2	0	0	2	30	4	1	1	2	30	26.904761904761905	723.8662131519275	0.6666666666666666	0.09523809523809523	0.06666666666666667	0.047619047619047616	0.03333333333333333	
Switzerland	1	People's Republic of China	2008	Great Britain	2012	21	3	1	1	1	32	3	1	2	0	33	26.714285714285715	713.6530612244899	0.6666666666666666	0.0	-0.0028409090909090884	0.0	-0.0009469696969696961	
Switzerland	1	Great Britain	2012	Brazil	2016	19	2	1	1	0	27	5	2	1	2	28	26.789473684210527	717.6759002770084	0.47368421052631576	0.15789473684210525	0.1044973544973545	0.05263157894736842	0.03439153439153439	
United States	0	France	1924	Switzerland	1928	5	2	0	1	1	9	1	0	0	1	10	30.0	900.0	0.6	-0.2	-0.1222222222222222	0.0	0.0	-1.0
United States	0	Switzerland	1928	United States	1932	7	1	0	0	1	19	4	2	1	1	15	23.571428571428573	555.6122448979593	0.8571428571428571	0.42857142857142855	0.21403508771929824	0.2857142857142857	0.13333333333333333	0.0
United States	0	United States	1932	Germany	1936	14	1	0	0	1	22	0	0	0	0	20	23.785714285714285	565.7602040816327	0.7857142857142857	-0.07142857142857142	-0.045454545454545456	0.0	0.0	1.0
United States	0	Germany	1936	Switzerland	1948	3	0	0	0	0	5	0	0	0	0	3	23.666666666666668	560.1111111111112	1.0	0.0	0.0	0.0	0.0	2.0
United States	0	Switzerland	1948	Norway	1952	8	2	1	1	0	16	5	4	0	1	16	21.375	456.890625	0.875	0.375	0.1875	0.375	0.1875	-2.0
United States	0	Norway	1952	Italy	1956	13	5	3	2	0	26	2	2	0	0	20	22.923076923076923	525.4674556213018	0.8461538461538461	-0.23076923076923078	-0.09230769230769231	-0.07692307692307693	-0.015384615384615385	-1.0
United States	0	Italy	1956	United States	1960	10	2	0	1	1	16	5	2	3	0	18	22.3	497.29	0.7	0.3	0.1527777777777778	0.2	0.1111111111111111	0.0
United States	0	United States	1960	Austria	1964	15	2	0	1	1	22	1	1	0	0	28	23.0	529.0	0.7333333333333333	-0.06666666666666667	-0.0551948051948052	0.06666666666666667	0.03571428571428571	1.0
United States	0	Austria	1964	France	1968	15	3	1	1	1	24	2	1	1	0	27	22.4	501.75999999999993	0.8	-0.06666666666666667	-0.05092592592592593	0.0	-0.004629629629629629	2.0
United States	0	France	1968	Japan	1972	15	2	0	1	1	25	3	1	1	1	20	22.4	501.75999999999993	0.6666666666666666	0.06666666666666667	0.06999999999999999	0.06666666666666667	0.05	-2.0
United States	0	Japan	1972	Austria	1976	13	0	0	0	0	20	4	1	2	1	24	22.846153846153847	521.9467455621302	0.6153846153846154	0.3076923076923077	0.16666666666666666	0.07692307692307693	0.041666666666666664	-1.0
United States	0	Austria	1976	United States	1980	29	5	1	2	2	45	10	5	4	1	54	21.448275862068964	460.0285374554102	0.7931034482758621	0.1724137931034483	0.07407407407407407	0.13793103448275862	0.07037037037037036	0.0
United States	0	United States	1980	Yugoslavia	1984	18	1	0	1	0	31	4	2	2	0	30	24.0	576.0	0.6666666666666666	0.16666666666666666	0.1010752688172043	0.1111111111111111	0.06666666666666667	1.0
United States	0	Yugoslavia	1984	Canada	1988	23	1	1	0	0	40	3	2	0	1	42	23.08695652173913	533.0075614366729	0.6521739130434783	0.08695652173913043	0.04642857142857142	0.043478260869565216	0.022619047619047615	2.0
United States	0	Canada	1988	France	1992	32	3	1	1	1	62	5	2	3	0	55	23.125	534.765625	0.53125	0.0625	0.042521994134897365	0.03125	0.020234604105571846	3.0
United States	0	France	1992	Norway	1994	56	7	4	2	1	98	10	6	3	1	99	24.696428571428573	609.9135841836735	0.5	0.05357142857142857	0.029581529581529584	0.03571428571428571	0.019789734075448366	-2.0
United States	0	Norway	1994	Japan	1998	36	5	1	3	1	55	5	3	1	1	69	24.305555555555557	590.7600308641976	0.5277777777777778	0.0	-0.01844532279314888	0.05555555555555555	0.025296442687747035	-1.0
United States	0	Japan	1998	United States	2002	50	8	3	2	3	90	10	3	2	5	91	23.9	571.2099999999999	0.48	0.04	0.021001221001220996	0.0	-0.000366300366300365	0.0
United States	0	United States	2002	Italy	2006	51	18	5	8	5	94	8	3	3	2	96	24.11764705882353	581.6608996539792	0.6274509803921569	-0.19607843137254902	-0.10815602836879433	-0.0392156862745098	-0.021941489361702128	1.0
United States	0	Italy	2006	Canada	2010	56	14	8	4	2	100	23	8	9	6	101	24.839285714285715	616.9901147959184	0.5357142857142857	0.16071428571428573	0.08772277227722772	0.0	-0.0007920792079207928	2.0
United States	0	Canada	2010	Russian Federation	2014	55	14	5	5	4	97	8	1	2	5	99	24.89090909090909	619.5573553719008	0.5454545454545454	-0.10909090909090909	-0.06352181609913567	-0.07272727272727272	-0.04144538165156721	3.0
United States	0	Russian Federation	2014	Republic of Korea	2018	61	12	5	3	4	104	10	4	4	2	101	25.16393442622951	633.2235958075787	0.5573770491803278	-0.03278688524590164	-0.016374714394516376	-0.01639344262295082	-0.008472962680883475	4.0
United States	1	Greece	1896	France	1900	2	7	3	3	1	8	3	0	1	2	6	24.5	600.25	1.0	-2.0	-0.375	-1.5	-0.375	-1.0
United States	1	France	1900	United States	1904	7	7	5	2	0	19	10	6	1	3	19	23.285714285714285	542.2244897959183	1.0	0.42857142857142855	0.15789473684210525	0.14285714285714285	0.05263157894736842	0.0
United States	1	United States	1904	Great Britain	1908	22	26	15	6	5	67	14	9	2	3	55	22.863636363636363	522.7458677685951	1.0	-0.5454545454545454	-0.1335142469470828	-0.2727272727272727	-0.060244233378561746	1.0
United States	1	Great Britain	1908	Sweden	1912	21	8	5	2	1	56	9	5	4	0	58	28.80952380952381	829.9886621315193	1.0	0.047619047619047616	0.012315270935960604	0.0	-0.003078817733990144	2.0
United States	1	Sweden	1912	Belgium	1920	11	10	7	3	0	30	4	3	0	1	15	26.363636363636363	695.0413223140496	1.0	-0.5454545454545454	-0.06666666666666665	-0.36363636363636365	-0.033333333333333326	3.0
United States	1	Belgium	1920	France	1924	27	10	6	2	2	34	12	4	5	3	48	26.333333333333332	693.4444444444443	0.9259259259259259	0.07407407407407407	-0.04411764705882354	-0.07407407407407407	-0.0931372549019608	-2.0
United States	1	France	1924	Netherlands	1928	23	17	12	4	1	51	6	3	0	3	40	24.26086956521739	588.5897920604915	0.8695652173913043	-0.4782608695652174	-0.18333333333333332	-0.391304347826087	-0.1602941176470588	-1.0
